"Regionskode";"Region";"Dato";"Indlæggelser";"timestamp_2025-10-21T10:00:08.562"
1084;Hovedstaden;2024-05-20;1;
1082;Midtjylland;2024-05-20;1;
1085;Sjælland;2024-05-20;2;
1083;Syddanmark;2024-05-20;1;
1084;Hovedstaden;2024-05-21;2;
1082;Midtjylland;2024-05-21;2;
1081;Nordjylland;2024-05-21;1;
1085;Sjælland;2024-05-21;3;
1083;Syddanmark;2024-05-21;1;
1084;Hovedstaden;2024-05-22;1;
1081;Nordjylland;2024-05-22;1;
1084;Hovedstaden;2024-05-23;1;
1084;Hovedstaden;2024-05-24;1;
1081;Nordjylland;2024-05-24;1;
1084;Hovedstaden;2024-05-25;3;
1081;Nordjylland;2024-05-26;1;
1084;Hovedstaden;2024-05-27;1;
1082;Midtjylland;2024-05-27;1;
1084;Hovedstaden;2024-05-28;3;
1081;Nordjylland;2024-05-28;1;
1085;Sjælland;2024-05-28;1;
1083;Syddanmark;2024-05-28;2;
1084;Hovedstaden;2024-05-29;1;
1084;Hovedstaden;2024-05-30;3;
1081;Nordjylland;2024-05-31;1;
1085;Sjælland;2024-05-31;1;
1085;Sjælland;2024-06-01;1;
1083;Syddanmark;2024-06-01;1;
1084;Hovedstaden;2024-06-02;2;
1084;Hovedstaden;2024-06-03;2;
1085;Sjælland;2024-06-03;1;
1083;Syddanmark;2024-06-03;1;
1084;Hovedstaden;2024-06-04;5;
1084;Hovedstaden;2024-06-05;1;
1085;Sjælland;2024-06-05;2;
1084;Hovedstaden;2024-06-06;3;
1082;Midtjylland;2024-06-06;2;
1085;Sjælland;2024-06-06;1;
1083;Syddanmark;2024-06-06;2;
1084;Hovedstaden;2024-06-07;4;
1081;Nordjylland;2024-06-07;2;
1085;Sjælland;2024-06-07;1;
1084;Hovedstaden;2024-06-08;2;
1081;Nordjylland;2024-06-08;1;
1085;Sjælland;2024-06-08;1;
1084;Hovedstaden;2024-06-09;1;
1084;Hovedstaden;2024-06-10;4;
1082;Midtjylland;2024-06-10;1;
1084;Hovedstaden;2024-06-11;2;
1081;Nordjylland;2024-06-11;1;
1085;Sjælland;2024-06-11;1;
1083;Syddanmark;2024-06-11;1;
1084;Hovedstaden;2024-06-12;5;
1081;Nordjylland;2024-06-12;2;
1084;Hovedstaden;2024-06-13;6;
1082;Midtjylland;2024-06-13;1;
1084;Hovedstaden;2024-06-14;3;
1081;Nordjylland;2024-06-14;1;
1085;Sjælland;2024-06-14;1;
1084;Hovedstaden;2024-06-15;4;
1085;Sjælland;2024-06-15;1;
1083;Syddanmark;2024-06-15;1;
1084;Hovedstaden;2024-06-16;6;
1082;Midtjylland;2024-06-16;2;
1081;Nordjylland;2024-06-16;2;
1085;Sjælland;2024-06-16;4;
1084;Hovedstaden;2024-06-17;5;
1082;Midtjylland;2024-06-17;1;
1085;Sjælland;2024-06-17;2;
1083;Syddanmark;2024-06-17;1;
1084;Hovedstaden;2024-06-18;4;
1082;Midtjylland;2024-06-18;1;
1085;Sjælland;2024-06-18;2;
1083;Syddanmark;2024-06-18;2;
1084;Hovedstaden;2024-06-19;4;
1082;Midtjylland;2024-06-19;1;
1085;Sjælland;2024-06-19;2;
1083;Syddanmark;2024-06-19;2;
1084;Hovedstaden;2024-06-20;10;
1082;Midtjylland;2024-06-20;1;
1081;Nordjylland;2024-06-20;1;
1085;Sjælland;2024-06-20;1;
1084;Hovedstaden;2024-06-21;5;
1085;Sjælland;2024-06-21;4;
1083;Syddanmark;2024-06-21;1;
1084;Hovedstaden;2024-06-22;7;
1082;Midtjylland;2024-06-22;1;
1083;Syddanmark;2024-06-22;2;
1084;Hovedstaden;2024-06-23;6;
1082;Midtjylland;2024-06-23;5;
1081;Nordjylland;2024-06-23;1;
1085;Sjælland;2024-06-23;1;
1083;Syddanmark;2024-06-23;1;
1084;Hovedstaden;2024-06-24;6;
1085;Sjælland;2024-06-24;2;
1083;Syddanmark;2024-06-24;4;
1084;Hovedstaden;2024-06-25;3;
1082;Midtjylland;2024-06-25;1;
1085;Sjælland;2024-06-25;2;
1084;Hovedstaden;2024-06-26;2;
1081;Nordjylland;2024-06-26;1;
1085;Sjælland;2024-06-26;1;
1083;Syddanmark;2024-06-26;3;
1084;Hovedstaden;2024-06-27;12;
1082;Midtjylland;2024-06-27;1;
1081;Nordjylland;2024-06-27;1;
1085;Sjælland;2024-06-27;3;
1083;Syddanmark;2024-06-27;1;
1084;Hovedstaden;2024-06-28;5;
1082;Midtjylland;2024-06-28;3;
1083;Syddanmark;2024-06-28;2;
1084;Hovedstaden;2024-06-29;5;
1082;Midtjylland;2024-06-29;2;
1081;Nordjylland;2024-06-29;1;
1085;Sjælland;2024-06-29;2;
1083;Syddanmark;2024-06-29;2;
1084;Hovedstaden;2024-06-30;6;
1082;Midtjylland;2024-06-30;1;
1081;Nordjylland;2024-06-30;1;
1085;Sjælland;2024-06-30;3;
1083;Syddanmark;2024-06-30;3;
1084;Hovedstaden;2024-07-01;4;
1082;Midtjylland;2024-07-01;3;
1081;Nordjylland;2024-07-01;1;
1085;Sjælland;2024-07-01;2;
1083;Syddanmark;2024-07-01;3;
1084;Hovedstaden;2024-07-02;6;
1082;Midtjylland;2024-07-02;4;
1081;Nordjylland;2024-07-02;1;
1085;Sjælland;2024-07-02;4;
1083;Syddanmark;2024-07-02;2;
1084;Hovedstaden;2024-07-03;6;
1082;Midtjylland;2024-07-03;5;
1081;Nordjylland;2024-07-03;2;
1085;Sjælland;2024-07-03;3;
1083;Syddanmark;2024-07-03;1;
1084;Hovedstaden;2024-07-04;8;
1082;Midtjylland;2024-07-04;2;
1081;Nordjylland;2024-07-04;1;
1085;Sjælland;2024-07-04;4;
1084;Hovedstaden;2024-07-05;11;
1082;Midtjylland;2024-07-05;2;
1081;Nordjylland;2024-07-05;3;
1085;Sjælland;2024-07-05;3;
1083;Syddanmark;2024-07-05;1;
1084;Hovedstaden;2024-07-06;1;
1081;Nordjylland;2024-07-06;1;
1085;Sjælland;2024-07-06;1;
1083;Syddanmark;2024-07-06;5;
1084;Hovedstaden;2024-07-07;13;
1082;Midtjylland;2024-07-07;2;
1081;Nordjylland;2024-07-07;1;
1085;Sjælland;2024-07-07;1;
1084;Hovedstaden;2024-07-08;8;
1082;Midtjylland;2024-07-08;5;
1081;Nordjylland;2024-07-08;3;
1085;Sjælland;2024-07-08;3;
1083;Syddanmark;2024-07-08;6;
1084;Hovedstaden;2024-07-09;11;
1082;Midtjylland;2024-07-09;1;
1081;Nordjylland;2024-07-09;2;
1085;Sjælland;2024-07-09;3;
1083;Syddanmark;2024-07-09;5;
1084;Hovedstaden;2024-07-10;6;
1082;Midtjylland;2024-07-10;9;
1081;Nordjylland;2024-07-10;4;
1085;Sjælland;2024-07-10;5;
1083;Syddanmark;2024-07-10;10;
1084;Hovedstaden;2024-07-11;9;
1082;Midtjylland;2024-07-11;5;
1081;Nordjylland;2024-07-11;4;
1085;Sjælland;2024-07-11;5;
1083;Syddanmark;2024-07-11;5;
1084;Hovedstaden;2024-07-12;11;
1082;Midtjylland;2024-07-12;3;
1081;Nordjylland;2024-07-12;1;
1085;Sjælland;2024-07-12;1;
1083;Syddanmark;2024-07-12;3;
1084;Hovedstaden;2024-07-13;12;
1082;Midtjylland;2024-07-13;4;
1081;Nordjylland;2024-07-13;1;
1085;Sjælland;2024-07-13;5;
1083;Syddanmark;2024-07-13;8;
1084;Hovedstaden;2024-07-14;15;
1082;Midtjylland;2024-07-14;4;
1081;Nordjylland;2024-07-14;1;
1083;Syddanmark;2024-07-14;4;
1084;Hovedstaden;2024-07-15;13;
1082;Midtjylland;2024-07-15;2;
1081;Nordjylland;2024-07-15;3;
1085;Sjælland;2024-07-15;9;
1083;Syddanmark;2024-07-15;11;
1084;Hovedstaden;2024-07-16;12;
1082;Midtjylland;2024-07-16;4;
1081;Nordjylland;2024-07-16;4;
1085;Sjælland;2024-07-16;4;
1083;Syddanmark;2024-07-16;3;
1084;Hovedstaden;2024-07-17;13;
1082;Midtjylland;2024-07-17;2;
1081;Nordjylland;2024-07-17;4;
1085;Sjælland;2024-07-17;2;
1083;Syddanmark;2024-07-17;5;
1084;Hovedstaden;2024-07-18;10;
1082;Midtjylland;2024-07-18;9;
1081;Nordjylland;2024-07-18;4;
1085;Sjælland;2024-07-18;4;
1083;Syddanmark;2024-07-18;8;
1084;Hovedstaden;2024-07-19;6;
1082;Midtjylland;2024-07-19;2;
1085;Sjælland;2024-07-19;6;
1083;Syddanmark;2024-07-19;8;
1084;Hovedstaden;2024-07-20;14;
1082;Midtjylland;2024-07-20;10;
1081;Nordjylland;2024-07-20;2;
1085;Sjælland;2024-07-20;4;
1083;Syddanmark;2024-07-20;7;
1084;Hovedstaden;2024-07-21;10;
1082;Midtjylland;2024-07-21;3;
1081;Nordjylland;2024-07-21;6;
1085;Sjælland;2024-07-21;6;
1083;Syddanmark;2024-07-21;7;
1084;Hovedstaden;2024-07-22;17;
1082;Midtjylland;2024-07-22;4;
1081;Nordjylland;2024-07-22;7;
1085;Sjælland;2024-07-22;2;
1083;Syddanmark;2024-07-22;5;
1084;Hovedstaden;2024-07-23;8;
1082;Midtjylland;2024-07-23;5;
1081;Nordjylland;2024-07-23;2;
1085;Sjælland;2024-07-23;4;
1083;Syddanmark;2024-07-23;1;
1084;Hovedstaden;2024-07-24;3;
1082;Midtjylland;2024-07-24;2;
1081;Nordjylland;2024-07-24;2;
1083;Syddanmark;2024-07-24;5;
1084;Hovedstaden;2024-07-25;13;
1082;Midtjylland;2024-07-25;4;
1081;Nordjylland;2024-07-25;3;
1085;Sjælland;2024-07-25;4;
1083;Syddanmark;2024-07-25;6;
1084;Hovedstaden;2024-07-26;9;
1082;Midtjylland;2024-07-26;2;
1081;Nordjylland;2024-07-26;1;
1085;Sjælland;2024-07-26;4;
1083;Syddanmark;2024-07-26;4;
1084;Hovedstaden;2024-07-27;4;
1082;Midtjylland;2024-07-27;3;
1081;Nordjylland;2024-07-27;4;
1085;Sjælland;2024-07-27;4;
1083;Syddanmark;2024-07-27;3;
1084;Hovedstaden;2024-07-28;7;
1082;Midtjylland;2024-07-28;3;
1081;Nordjylland;2024-07-28;6;
1085;Sjælland;2024-07-28;1;
1083;Syddanmark;2024-07-28;2;
1084;Hovedstaden;2024-07-29;9;
1082;Midtjylland;2024-07-29;5;
1081;Nordjylland;2024-07-29;6;
1085;Sjælland;2024-07-29;5;
1083;Syddanmark;2024-07-29;2;
1084;Hovedstaden;2024-07-30;11;
1082;Midtjylland;2024-07-30;2;
1081;Nordjylland;2024-07-30;3;
1085;Sjælland;2024-07-30;6;
1083;Syddanmark;2024-07-30;6;
1084;Hovedstaden;2024-07-31;10;
1082;Midtjylland;2024-07-31;4;
1081;Nordjylland;2024-07-31;1;
1085;Sjælland;2024-07-31;5;
1083;Syddanmark;2024-07-31;5;
1084;Hovedstaden;2024-08-01;5;
1082;Midtjylland;2024-08-01;3;
1081;Nordjylland;2024-08-01;3;
1085;Sjælland;2024-08-01;1;
1083;Syddanmark;2024-08-01;4;
1084;Hovedstaden;2024-08-02;6;
1082;Midtjylland;2024-08-02;5;
1081;Nordjylland;2024-08-02;3;
1085;Sjælland;2024-08-02;4;
1083;Syddanmark;2024-08-02;2;
1084;Hovedstaden;2024-08-03;12;
1082;Midtjylland;2024-08-03;7;
1081;Nordjylland;2024-08-03;2;
1085;Sjælland;2024-08-03;6;
1083;Syddanmark;2024-08-03;3;
1084;Hovedstaden;2024-08-04;5;
1082;Midtjylland;2024-08-04;2;
1081;Nordjylland;2024-08-04;2;
1085;Sjælland;2024-08-04;5;
1083;Syddanmark;2024-08-04;4;
1084;Hovedstaden;2024-08-05;7;
1082;Midtjylland;2024-08-05;6;
1081;Nordjylland;2024-08-05;7;
1085;Sjælland;2024-08-05;3;
1083;Syddanmark;2024-08-05;4;
1084;Hovedstaden;2024-08-06;7;
1082;Midtjylland;2024-08-06;3;
1081;Nordjylland;2024-08-06;1;
1085;Sjælland;2024-08-06;2;
1083;Syddanmark;2024-08-06;4;
1084;Hovedstaden;2024-08-07;8;
1081;Nordjylland;2024-08-07;3;
1085;Sjælland;2024-08-07;3;
1083;Syddanmark;2024-08-07;5;
1084;Hovedstaden;2024-08-08;8;
1082;Midtjylland;2024-08-08;5;
1081;Nordjylland;2024-08-08;4;
1085;Sjælland;2024-08-08;3;
1083;Syddanmark;2024-08-08;6;
1084;Hovedstaden;2024-08-09;6;
1082;Midtjylland;2024-08-09;3;
1081;Nordjylland;2024-08-09;2;
1085;Sjælland;2024-08-09;6;
1083;Syddanmark;2024-08-09;5;
1084;Hovedstaden;2024-08-10;4;
1082;Midtjylland;2024-08-10;4;
1085;Sjælland;2024-08-10;4;
1083;Syddanmark;2024-08-10;4;
1084;Hovedstaden;2024-08-11;5;
1082;Midtjylland;2024-08-11;1;
1081;Nordjylland;2024-08-11;5;
1085;Sjælland;2024-08-11;4;
1083;Syddanmark;2024-08-11;2;
1084;Hovedstaden;2024-08-12;3;
1082;Midtjylland;2024-08-12;4;
1085;Sjælland;2024-08-12;9;
1083;Syddanmark;2024-08-12;4;
1084;Hovedstaden;2024-08-13;10;
1082;Midtjylland;2024-08-13;3;
1081;Nordjylland;2024-08-13;3;
1085;Sjælland;2024-08-13;4;
1083;Syddanmark;2024-08-13;5;
1084;Hovedstaden;2024-08-14;10;
1082;Midtjylland;2024-08-14;4;
1081;Nordjylland;2024-08-14;2;
1085;Sjælland;2024-08-14;4;
1083;Syddanmark;2024-08-14;6;
1084;Hovedstaden;2024-08-15;13;
1082;Midtjylland;2024-08-15;5;
1085;Sjælland;2024-08-15;2;
1083;Syddanmark;2024-08-15;4;
1084;Hovedstaden;2024-08-16;5;
1082;Midtjylland;2024-08-16;7;
1081;Nordjylland;2024-08-16;3;
1085;Sjælland;2024-08-16;6;
1083;Syddanmark;2024-08-16;3;
1084;Hovedstaden;2024-08-17;5;
1082;Midtjylland;2024-08-17;2;
1081;Nordjylland;2024-08-17;4;
1085;Sjælland;2024-08-17;3;
1083;Syddanmark;2024-08-17;4;
1084;Hovedstaden;2024-08-18;5;
1082;Midtjylland;2024-08-18;2;
1081;Nordjylland;2024-08-18;3;
1085;Sjælland;2024-08-18;7;
1083;Syddanmark;2024-08-18;4;
1084;Hovedstaden;2024-08-19;11;
1082;Midtjylland;2024-08-19;4;
1081;Nordjylland;2024-08-19;3;
1085;Sjælland;2024-08-19;2;
1083;Syddanmark;2024-08-19;4;
1084;Hovedstaden;2024-08-20;8;
1082;Midtjylland;2024-08-20;2;
1081;Nordjylland;2024-08-20;4;
1085;Sjælland;2024-08-20;4;
1083;Syddanmark;2024-08-20;5;
1084;Hovedstaden;2024-08-21;3;
1082;Midtjylland;2024-08-21;5;
1081;Nordjylland;2024-08-21;4;
1085;Sjælland;2024-08-21;3;
1083;Syddanmark;2024-08-21;8;
1084;Hovedstaden;2024-08-22;7;
1082;Midtjylland;2024-08-22;5;
1081;Nordjylland;2024-08-22;3;
1085;Sjælland;2024-08-22;2;
1083;Syddanmark;2024-08-22;4;
1084;Hovedstaden;2024-08-23;7;
1082;Midtjylland;2024-08-23;5;
1081;Nordjylland;2024-08-23;3;
1085;Sjælland;2024-08-23;2;
1083;Syddanmark;2024-08-23;5;
1084;Hovedstaden;2024-08-24;5;
1082;Midtjylland;2024-08-24;1;
1081;Nordjylland;2024-08-24;5;
1085;Sjælland;2024-08-24;4;
1083;Syddanmark;2024-08-24;2;
1084;Hovedstaden;2024-08-25;9;
1082;Midtjylland;2024-08-25;3;
1081;Nordjylland;2024-08-25;4;
1085;Sjælland;2024-08-25;4;
1083;Syddanmark;2024-08-25;7;
1084;Hovedstaden;2024-08-26;9;
1082;Midtjylland;2024-08-26;3;
1081;Nordjylland;2024-08-26;4;
1085;Sjælland;2024-08-26;6;
1083;Syddanmark;2024-08-26;9;
1084;Hovedstaden;2024-08-27;7;
1082;Midtjylland;2024-08-27;4;
1081;Nordjylland;2024-08-27;3;
1085;Sjælland;2024-08-27;3;
1083;Syddanmark;2024-08-27;9;
1084;Hovedstaden;2024-08-28;3;
1082;Midtjylland;2024-08-28;7;
1081;Nordjylland;2024-08-28;3;
1085;Sjælland;2024-08-28;6;
1083;Syddanmark;2024-08-28;5;
1084;Hovedstaden;2024-08-29;13;
1082;Midtjylland;2024-08-29;4;
1081;Nordjylland;2024-08-29;5;
1085;Sjælland;2024-08-29;4;
1083;Syddanmark;2024-08-29;8;
1084;Hovedstaden;2024-08-30;9;
1082;Midtjylland;2024-08-30;5;
1081;Nordjylland;2024-08-30;6;
1085;Sjælland;2024-08-30;7;
1083;Syddanmark;2024-08-30;4;
1084;Hovedstaden;2024-08-31;3;
1082;Midtjylland;2024-08-31;5;
1081;Nordjylland;2024-08-31;3;
1085;Sjælland;2024-08-31;5;
1083;Syddanmark;2024-08-31;2;
1084;Hovedstaden;2024-09-01;7;
1082;Midtjylland;2024-09-01;9;
1081;Nordjylland;2024-09-01;4;
1085;Sjælland;2024-09-01;5;
1083;Syddanmark;2024-09-01;7;
1084;Hovedstaden;2024-09-02;12;
1082;Midtjylland;2024-09-02;6;
1081;Nordjylland;2024-09-02;3;
1085;Sjælland;2024-09-02;3;
1083;Syddanmark;2024-09-02;10;
1084;Hovedstaden;2024-09-03;13;
1082;Midtjylland;2024-09-03;6;
1081;Nordjylland;2024-09-03;10;
1085;Sjælland;2024-09-03;10;
1083;Syddanmark;2024-09-03;4;
1084;Hovedstaden;2024-09-04;2;
1082;Midtjylland;2024-09-04;5;
1081;Nordjylland;2024-09-04;5;
1085;Sjælland;2024-09-04;3;
1083;Syddanmark;2024-09-04;8;
1084;Hovedstaden;2024-09-05;7;
1082;Midtjylland;2024-09-05;5;
1081;Nordjylland;2024-09-05;4;
1085;Sjælland;2024-09-05;10;
1083;Syddanmark;2024-09-05;8;
1084;Hovedstaden;2024-09-06;11;
1082;Midtjylland;2024-09-06;5;
1081;Nordjylland;2024-09-06;5;
1085;Sjælland;2024-09-06;10;
1083;Syddanmark;2024-09-06;8;
1084;Hovedstaden;2024-09-07;6;
1081;Nordjylland;2024-09-07;6;
1085;Sjælland;2024-09-07;11;
1083;Syddanmark;2024-09-07;4;
1084;Hovedstaden;2024-09-08;13;
1082;Midtjylland;2024-09-08;2;
1081;Nordjylland;2024-09-08;1;
1085;Sjælland;2024-09-08;4;
1083;Syddanmark;2024-09-08;4;
1084;Hovedstaden;2024-09-09;3;
1082;Midtjylland;2024-09-09;5;
1081;Nordjylland;2024-09-09;3;
1085;Sjælland;2024-09-09;7;
1083;Syddanmark;2024-09-09;10;
1084;Hovedstaden;2024-09-10;7;
1082;Midtjylland;2024-09-10;2;
1081;Nordjylland;2024-09-10;3;
1085;Sjælland;2024-09-10;5;
1083;Syddanmark;2024-09-10;6;
1084;Hovedstaden;2024-09-11;6;
1082;Midtjylland;2024-09-11;1;
1081;Nordjylland;2024-09-11;8;
1085;Sjælland;2024-09-11;5;
1083;Syddanmark;2024-09-11;5;
1084;Hovedstaden;2024-09-12;6;
1082;Midtjylland;2024-09-12;2;
1081;Nordjylland;2024-09-12;3;
1085;Sjælland;2024-09-12;7;
1083;Syddanmark;2024-09-12;2;
1084;Hovedstaden;2024-09-13;3;
1082;Midtjylland;2024-09-13;5;
1081;Nordjylland;2024-09-13;3;
1085;Sjælland;2024-09-13;4;
1083;Syddanmark;2024-09-13;4;
1084;Hovedstaden;2024-09-14;8;
1082;Midtjylland;2024-09-14;3;
1081;Nordjylland;2024-09-14;4;
1085;Sjælland;2024-09-14;4;
1083;Syddanmark;2024-09-14;4;
1084;Hovedstaden;2024-09-15;11;
1082;Midtjylland;2024-09-15;3;
1081;Nordjylland;2024-09-15;2;
1085;Sjælland;2024-09-15;5;
1083;Syddanmark;2024-09-15;6;
1084;Hovedstaden;2024-09-16;8;
1082;Midtjylland;2024-09-16;2;
1081;Nordjylland;2024-09-16;5;
1085;Sjælland;2024-09-16;7;
1083;Syddanmark;2024-09-16;6;
1084;Hovedstaden;2024-09-17;10;
1082;Midtjylland;2024-09-17;8;
1081;Nordjylland;2024-09-17;1;
1085;Sjælland;2024-09-17;6;
1083;Syddanmark;2024-09-17;6;
1084;Hovedstaden;2024-09-18;6;
1082;Midtjylland;2024-09-18;2;
1081;Nordjylland;2024-09-18;1;
1085;Sjælland;2024-09-18;3;
1083;Syddanmark;2024-09-18;4;
1084;Hovedstaden;2024-09-19;3;
1082;Midtjylland;2024-09-19;3;
1081;Nordjylland;2024-09-19;2;
1085;Sjælland;2024-09-19;5;
1083;Syddanmark;2024-09-19;5;
1084;Hovedstaden;2024-09-20;7;
1082;Midtjylland;2024-09-20;4;
1081;Nordjylland;2024-09-20;3;
1085;Sjælland;2024-09-20;5;
1083;Syddanmark;2024-09-20;4;
1084;Hovedstaden;2024-09-21;7;
1082;Midtjylland;2024-09-21;1;
1081;Nordjylland;2024-09-21;3;
1085;Sjælland;2024-09-21;6;
1083;Syddanmark;2024-09-21;4;
1084;Hovedstaden;2024-09-22;11;
1082;Midtjylland;2024-09-22;3;
1081;Nordjylland;2024-09-22;6;
1085;Sjælland;2024-09-22;8;
1083;Syddanmark;2024-09-22;6;
1084;Hovedstaden;2024-09-23;8;
1082;Midtjylland;2024-09-23;5;
1081;Nordjylland;2024-09-23;8;
1085;Sjælland;2024-09-23;3;
1083;Syddanmark;2024-09-23;5;
1084;Hovedstaden;2024-09-24;10;
1082;Midtjylland;2024-09-24;9;
1081;Nordjylland;2024-09-24;1;
1085;Sjælland;2024-09-24;7;
1083;Syddanmark;2024-09-24;5;
1084;Hovedstaden;2024-09-25;8;
1082;Midtjylland;2024-09-25;4;
1081;Nordjylland;2024-09-25;2;
1085;Sjælland;2024-09-25;2;
1083;Syddanmark;2024-09-25;3;
1084;Hovedstaden;2024-09-26;11;
1082;Midtjylland;2024-09-26;2;
1081;Nordjylland;2024-09-26;4;
1085;Sjælland;2024-09-26;6;
1083;Syddanmark;2024-09-26;5;
1084;Hovedstaden;2024-09-27;7;
1082;Midtjylland;2024-09-27;8;
1081;Nordjylland;2024-09-27;2;
1085;Sjælland;2024-09-27;3;
1083;Syddanmark;2024-09-27;2;
1084;Hovedstaden;2024-09-28;5;
1082;Midtjylland;2024-09-28;1;
1081;Nordjylland;2024-09-28;5;
1085;Sjælland;2024-09-28;3;
1083;Syddanmark;2024-09-28;5;
1084;Hovedstaden;2024-09-29;1;
1082;Midtjylland;2024-09-29;2;
1081;Nordjylland;2024-09-29;1;
1085;Sjælland;2024-09-29;3;
1083;Syddanmark;2024-09-29;7;
1084;Hovedstaden;2024-09-30;12;
1082;Midtjylland;2024-09-30;5;
1081;Nordjylland;2024-09-30;2;
1085;Sjælland;2024-09-30;4;
1083;Syddanmark;2024-09-30;8;
1084;Hovedstaden;2024-10-01;5;
1082;Midtjylland;2024-10-01;2;
1081;Nordjylland;2024-10-01;3;
1085;Sjælland;2024-10-01;5;
1083;Syddanmark;2024-10-01;3;
1084;Hovedstaden;2024-10-02;16;
1082;Midtjylland;2024-10-02;1;
1081;Nordjylland;2024-10-02;3;
1085;Sjælland;2024-10-02;9;
1083;Syddanmark;2024-10-02;6;
1084;Hovedstaden;2024-10-03;16;
1082;Midtjylland;2024-10-03;4;
1081;Nordjylland;2024-10-03;3;
1085;Sjælland;2024-10-03;6;
1083;Syddanmark;2024-10-03;6;
1084;Hovedstaden;2024-10-04;4;
1082;Midtjylland;2024-10-04;5;
1081;Nordjylland;2024-10-04;2;
1085;Sjælland;2024-10-04;9;
1083;Syddanmark;2024-10-04;8;
1084;Hovedstaden;2024-10-05;8;
1082;Midtjylland;2024-10-05;7;
1081;Nordjylland;2024-10-05;2;
1083;Syddanmark;2024-10-05;5;
1084;Hovedstaden;2024-10-06;12;
1082;Midtjylland;2024-10-06;6;
1081;Nordjylland;2024-10-06;4;
1085;Sjælland;2024-10-06;5;
1083;Syddanmark;2024-10-06;8;
1084;Hovedstaden;2024-10-07;11;
1082;Midtjylland;2024-10-07;7;
1081;Nordjylland;2024-10-07;4;
1085;Sjælland;2024-10-07;8;
1083;Syddanmark;2024-10-07;18;
1084;Hovedstaden;2024-10-08;12;
1082;Midtjylland;2024-10-08;3;
1081;Nordjylland;2024-10-08;4;
1085;Sjælland;2024-10-08;6;
1083;Syddanmark;2024-10-08;4;
1084;Hovedstaden;2024-10-09;6;
1082;Midtjylland;2024-10-09;2;
1081;Nordjylland;2024-10-09;3;
1085;Sjælland;2024-10-09;7;
1083;Syddanmark;2024-10-09;6;
1084;Hovedstaden;2024-10-10;8;
1082;Midtjylland;2024-10-10;5;
1081;Nordjylland;2024-10-10;9;
1085;Sjælland;2024-10-10;5;
1083;Syddanmark;2024-10-10;5;
1084;Hovedstaden;2024-10-11;8;
1082;Midtjylland;2024-10-11;10;
1081;Nordjylland;2024-10-11;4;
1085;Sjælland;2024-10-11;6;
1083;Syddanmark;2024-10-11;15;
1084;Hovedstaden;2024-10-12;11;
1082;Midtjylland;2024-10-12;4;
1081;Nordjylland;2024-10-12;3;
1085;Sjælland;2024-10-12;1;
1083;Syddanmark;2024-10-12;7;
1084;Hovedstaden;2024-10-13;16;
1082;Midtjylland;2024-10-13;1;
1081;Nordjylland;2024-10-13;2;
1085;Sjælland;2024-10-13;7;
1083;Syddanmark;2024-10-13;8;
1084;Hovedstaden;2024-10-14;14;
1082;Midtjylland;2024-10-14;4;
1081;Nordjylland;2024-10-14;3;
1085;Sjælland;2024-10-14;6;
1083;Syddanmark;2024-10-14;8;
1084;Hovedstaden;2024-10-15;8;
1082;Midtjylland;2024-10-15;4;
1081;Nordjylland;2024-10-15;4;
1085;Sjælland;2024-10-15;8;
1083;Syddanmark;2024-10-15;5;
1084;Hovedstaden;2024-10-16;15;
1082;Midtjylland;2024-10-16;4;
1085;Sjælland;2024-10-16;3;
1083;Syddanmark;2024-10-16;8;
1084;Hovedstaden;2024-10-17;13;
1082;Midtjylland;2024-10-17;4;
1081;Nordjylland;2024-10-17;2;
1085;Sjælland;2024-10-17;3;
1083;Syddanmark;2024-10-17;11;
1084;Hovedstaden;2024-10-18;7;
1082;Midtjylland;2024-10-18;3;
1081;Nordjylland;2024-10-18;2;
1085;Sjælland;2024-10-18;4;
1083;Syddanmark;2024-10-18;8;
1084;Hovedstaden;2024-10-19;9;
1082;Midtjylland;2024-10-19;3;
1085;Sjælland;2024-10-19;4;
1083;Syddanmark;2024-10-19;9;
1084;Hovedstaden;2024-10-20;15;
1082;Midtjylland;2024-10-20;5;
1081;Nordjylland;2024-10-20;2;
1085;Sjælland;2024-10-20;7;
1083;Syddanmark;2024-10-20;8;
1084;Hovedstaden;2024-10-21;12;
1082;Midtjylland;2024-10-21;7;
1081;Nordjylland;2024-10-21;4;
1085;Sjælland;2024-10-21;5;
1083;Syddanmark;2024-10-21;10;
1084;Hovedstaden;2024-10-22;8;
1082;Midtjylland;2024-10-22;2;
1085;Sjælland;2024-10-22;9;
1083;Syddanmark;2024-10-22;7;
1084;Hovedstaden;2024-10-23;11;
1082;Midtjylland;2024-10-23;2;
1081;Nordjylland;2024-10-23;3;
1085;Sjælland;2024-10-23;6;
1083;Syddanmark;2024-10-23;8;
1084;Hovedstaden;2024-10-24;14;
1082;Midtjylland;2024-10-24;1;
1081;Nordjylland;2024-10-24;3;
1085;Sjælland;2024-10-24;6;
1083;Syddanmark;2024-10-24;6;
1084;Hovedstaden;2024-10-25;13;
1082;Midtjylland;2024-10-25;3;
1081;Nordjylland;2024-10-25;4;
1085;Sjælland;2024-10-25;8;
1083;Syddanmark;2024-10-25;4;
1084;Hovedstaden;2024-10-26;8;
1082;Midtjylland;2024-10-26;3;
1081;Nordjylland;2024-10-26;3;
1085;Sjælland;2024-10-26;4;
1083;Syddanmark;2024-10-26;5;
