"Regionskode";"Region";"Dato";"Indlæggelser";"timestamp_2025-10-21T10:00:08.562"
1082;Midtjylland;2023-02-06;3;
1081;Nordjylland;2023-02-06;4;
1085;Sjælland;2023-02-06;4;
1083;Syddanmark;2023-02-06;14;
1084;Hovedstaden;2023-02-07;13;
1082;Midtjylland;2023-02-07;10;
1081;Nordjylland;2023-02-07;3;
1085;Sjælland;2023-02-07;2;
1083;Syddanmark;2023-02-07;7;
1084;Hovedstaden;2023-02-08;7;
1082;Midtjylland;2023-02-08;2;
1081;Nordjylland;2023-02-08;1;
1085;Sjælland;2023-02-08;4;
1083;Syddanmark;2023-02-08;6;
1084;Hovedstaden;2023-02-09;6;
1082;Midtjylland;2023-02-09;3;
1081;Nordjylland;2023-02-09;3;
1085;Sjælland;2023-02-09;7;
1083;Syddanmark;2023-02-09;6;
1084;Hovedstaden;2023-02-10;5;
1082;Midtjylland;2023-02-10;6;
1081;Nordjylland;2023-02-10;1;
1085;Sjælland;2023-02-10;3;
1083;Syddanmark;2023-02-10;7;
1084;Hovedstaden;2023-02-11;4;
1082;Midtjylland;2023-02-11;7;
1081;Nordjylland;2023-02-11;2;
1085;Sjælland;2023-02-11;4;
1083;Syddanmark;2023-02-11;1;
1084;Hovedstaden;2023-02-12;2;
1082;Midtjylland;2023-02-12;4;
1081;Nordjylland;2023-02-12;1;
1085;Sjælland;2023-02-12;3;
1083;Syddanmark;2023-02-12;4;
1084;Hovedstaden;2023-02-13;11;
1082;Midtjylland;2023-02-13;9;
1081;Nordjylland;2023-02-13;2;
1085;Sjælland;2023-02-13;5;
1083;Syddanmark;2023-02-13;4;
1084;Hovedstaden;2023-02-14;5;
1082;Midtjylland;2023-02-14;1;
1081;Nordjylland;2023-02-14;1;
1085;Sjælland;2023-02-14;9;
1083;Syddanmark;2023-02-14;10;
1084;Hovedstaden;2023-02-15;5;
1082;Midtjylland;2023-02-15;5;
1081;Nordjylland;2023-02-15;2;
1085;Sjælland;2023-02-15;1;
1083;Syddanmark;2023-02-15;10;
1084;Hovedstaden;2023-02-16;5;
1082;Midtjylland;2023-02-16;4;
1081;Nordjylland;2023-02-16;2;
1085;Sjælland;2023-02-16;4;
1083;Syddanmark;2023-02-16;2;
1084;Hovedstaden;2023-02-17;6;
1082;Midtjylland;2023-02-17;7;
1081;Nordjylland;2023-02-17;5;
1085;Sjælland;2023-02-17;3;
1083;Syddanmark;2023-02-17;3;
1084;Hovedstaden;2023-02-18;7;
1082;Midtjylland;2023-02-18;5;
1081;Nordjylland;2023-02-18;6;
1085;Sjælland;2023-02-18;2;
1083;Syddanmark;2023-02-18;6;
1084;Hovedstaden;2023-02-19;11;
1082;Midtjylland;2023-02-19;1;
1081;Nordjylland;2023-02-19;2;
1085;Sjælland;2023-02-19;3;
1083;Syddanmark;2023-02-19;5;
1084;Hovedstaden;2023-02-20;7;
1082;Midtjylland;2023-02-20;2;
1081;Nordjylland;2023-02-20;2;
1085;Sjælland;2023-02-20;4;
1083;Syddanmark;2023-02-20;9;
1084;Hovedstaden;2023-02-21;11;
1082;Midtjylland;2023-02-21;1;
1081;Nordjylland;2023-02-21;6;
1085;Sjælland;2023-02-21;3;
1083;Syddanmark;2023-02-21;3;
1084;Hovedstaden;2023-02-22;8;
1082;Midtjylland;2023-02-22;5;
1081;Nordjylland;2023-02-22;2;
1085;Sjælland;2023-02-22;3;
1083;Syddanmark;2023-02-22;6;
1084;Hovedstaden;2023-02-23;9;
1082;Midtjylland;2023-02-23;8;
1081;Nordjylland;2023-02-23;1;
1085;Sjælland;2023-02-23;2;
1083;Syddanmark;2023-02-23;9;
1084;Hovedstaden;2023-02-24;8;
1082;Midtjylland;2023-02-24;4;
1081;Nordjylland;2023-02-24;3;
1085;Sjælland;2023-02-24;3;
1083;Syddanmark;2023-02-24;7;
1084;Hovedstaden;2023-02-25;8;
1082;Midtjylland;2023-02-25;3;
1081;Nordjylland;2023-02-25;1;
1085;Sjælland;2023-02-25;2;
1083;Syddanmark;2023-02-25;2;
1084;Hovedstaden;2023-02-26;10;
1082;Midtjylland;2023-02-26;1;
1081;Nordjylland;2023-02-26;3;
1085;Sjælland;2023-02-26;5;
1083;Syddanmark;2023-02-26;2;
1084;Hovedstaden;2023-02-27;13;
1082;Midtjylland;2023-02-27;3;
1081;Nordjylland;2023-02-27;3;
1085;Sjælland;2023-02-27;3;
1083;Syddanmark;2023-02-27;6;
1084;Hovedstaden;2023-02-28;7;
1082;Midtjylland;2023-02-28;8;
1081;Nordjylland;2023-02-28;3;
1085;Sjælland;2023-02-28;3;
1083;Syddanmark;2023-02-28;6;
1084;Hovedstaden;2023-03-01;8;
1082;Midtjylland;2023-03-01;10;
1081;Nordjylland;2023-03-01;4;
1085;Sjælland;2023-03-01;3;
1083;Syddanmark;2023-03-01;4;
1084;Hovedstaden;2023-03-02;7;
1082;Midtjylland;2023-03-02;9;
1085;Sjælland;2023-03-02;3;
1083;Syddanmark;2023-03-02;13;
1084;Hovedstaden;2023-03-03;6;
1082;Midtjylland;2023-03-03;4;
1081;Nordjylland;2023-03-03;4;
1085;Sjælland;2023-03-03;3;
1083;Syddanmark;2023-03-03;3;
1084;Hovedstaden;2023-03-04;11;
1082;Midtjylland;2023-03-04;2;
1081;Nordjylland;2023-03-04;2;
1085;Sjælland;2023-03-04;8;
1083;Syddanmark;2023-03-04;7;
1084;Hovedstaden;2023-03-05;9;
1082;Midtjylland;2023-03-05;5;
1081;Nordjylland;2023-03-05;3;
1085;Sjælland;2023-03-05;3;
1083;Syddanmark;2023-03-05;6;
1084;Hovedstaden;2023-03-06;11;
1082;Midtjylland;2023-03-06;9;
1081;Nordjylland;2023-03-06;5;
1085;Sjælland;2023-03-06;6;
1083;Syddanmark;2023-03-06;5;
1084;Hovedstaden;2023-03-07;16;
1082;Midtjylland;2023-03-07;8;
1081;Nordjylland;2023-03-07;3;
1085;Sjælland;2023-03-07;4;
1083;Syddanmark;2023-03-07;14;
1084;Hovedstaden;2023-03-08;13;
1082;Midtjylland;2023-03-08;6;
1081;Nordjylland;2023-03-08;4;
1085;Sjælland;2023-03-08;8;
1083;Syddanmark;2023-03-08;3;
1084;Hovedstaden;2023-03-09;9;
1082;Midtjylland;2023-03-09;4;
1081;Nordjylland;2023-03-09;4;
1085;Sjælland;2023-03-09;4;
1083;Syddanmark;2023-03-09;7;
1084;Hovedstaden;2023-03-10;9;
1082;Midtjylland;2023-03-10;7;
1085;Sjælland;2023-03-10;6;
1083;Syddanmark;2023-03-10;6;
1084;Hovedstaden;2023-03-11;11;
1082;Midtjylland;2023-03-11;2;
1081;Nordjylland;2023-03-11;2;
1085;Sjælland;2023-03-11;6;
1083;Syddanmark;2023-03-11;12;
1084;Hovedstaden;2023-03-12;6;
1082;Midtjylland;2023-03-12;4;
1085;Sjælland;2023-03-12;3;
1083;Syddanmark;2023-03-12;4;
1084;Hovedstaden;2023-03-13;19;
1082;Midtjylland;2023-03-13;9;
1081;Nordjylland;2023-03-13;6;
1085;Sjælland;2023-03-13;9;
1083;Syddanmark;2023-03-13;7;
1084;Hovedstaden;2023-03-14;21;
1082;Midtjylland;2023-03-14;11;
1081;Nordjylland;2023-03-14;1;
1085;Sjælland;2023-03-14;10;
1083;Syddanmark;2023-03-14;6;
1084;Hovedstaden;2023-03-15;30;
1082;Midtjylland;2023-03-15;10;
1081;Nordjylland;2023-03-15;4;
1085;Sjælland;2023-03-15;13;
1083;Syddanmark;2023-03-15;8;
1084;Hovedstaden;2023-03-16;22;
1082;Midtjylland;2023-03-16;11;
1081;Nordjylland;2023-03-16;3;
1085;Sjælland;2023-03-16;10;
1083;Syddanmark;2023-03-16;12;
1084;Hovedstaden;2023-03-17;17;
1082;Midtjylland;2023-03-17;14;
1081;Nordjylland;2023-03-17;4;
1085;Sjælland;2023-03-17;11;
1083;Syddanmark;2023-03-17;8;
1084;Hovedstaden;2023-03-18;15;
1082;Midtjylland;2023-03-18;16;
1081;Nordjylland;2023-03-18;8;
1085;Sjælland;2023-03-18;8;
1083;Syddanmark;2023-03-18;7;
1084;Hovedstaden;2023-03-19;15;
1082;Midtjylland;2023-03-19;12;
1081;Nordjylland;2023-03-19;2;
1085;Sjælland;2023-03-19;9;
1083;Syddanmark;2023-03-19;15;
1084;Hovedstaden;2023-03-20;20;
1082;Midtjylland;2023-03-20;15;
1081;Nordjylland;2023-03-20;4;
1085;Sjælland;2023-03-20;12;
1083;Syddanmark;2023-03-20;15;
1084;Hovedstaden;2023-03-21;22;
1082;Midtjylland;2023-03-21;14;
1081;Nordjylland;2023-03-21;7;
1085;Sjælland;2023-03-21;12;
1083;Syddanmark;2023-03-21;15;
1084;Hovedstaden;2023-03-22;23;
1082;Midtjylland;2023-03-22;8;
1081;Nordjylland;2023-03-22;3;
1085;Sjælland;2023-03-22;9;
1083;Syddanmark;2023-03-22;14;
1084;Hovedstaden;2023-03-23;22;
1082;Midtjylland;2023-03-23;9;
1081;Nordjylland;2023-03-23;4;
1085;Sjælland;2023-03-23;11;
1083;Syddanmark;2023-03-23;9;
1084;Hovedstaden;2023-03-24;21;
1082;Midtjylland;2023-03-24;18;
1081;Nordjylland;2023-03-24;5;
1085;Sjælland;2023-03-24;8;
1083;Syddanmark;2023-03-24;16;
1084;Hovedstaden;2023-03-25;17;
1082;Midtjylland;2023-03-25;15;
1081;Nordjylland;2023-03-25;4;
1085;Sjælland;2023-03-25;16;
1083;Syddanmark;2023-03-25;13;
1084;Hovedstaden;2023-03-26;22;
1082;Midtjylland;2023-03-26;15;
1081;Nordjylland;2023-03-26;3;
1085;Sjælland;2023-03-26;11;
1083;Syddanmark;2023-03-26;10;
1084;Hovedstaden;2023-03-27;24;
1082;Midtjylland;2023-03-27;13;
1081;Nordjylland;2023-03-27;7;
1085;Sjælland;2023-03-27;11;
1083;Syddanmark;2023-03-27;23;
1084;Hovedstaden;2023-03-28;21;
1082;Midtjylland;2023-03-28;6;
1081;Nordjylland;2023-03-28;3;
1085;Sjælland;2023-03-28;15;
1083;Syddanmark;2023-03-28;9;
1084;Hovedstaden;2023-03-29;16;
1082;Midtjylland;2023-03-29;13;
1081;Nordjylland;2023-03-29;3;
1085;Sjælland;2023-03-29;13;
1083;Syddanmark;2023-03-29;17;
1084;Hovedstaden;2023-03-30;15;
1082;Midtjylland;2023-03-30;12;
1085;Sjælland;2023-03-30;9;
1083;Syddanmark;2023-03-30;6;
1084;Hovedstaden;2023-03-31;11;
1082;Midtjylland;2023-03-31;12;
1081;Nordjylland;2023-03-31;5;
1085;Sjælland;2023-03-31;10;
1083;Syddanmark;2023-03-31;15;
1084;Hovedstaden;2023-04-01;22;
1082;Midtjylland;2023-04-01;5;
1081;Nordjylland;2023-04-01;8;
1085;Sjælland;2023-04-01;10;
1083;Syddanmark;2023-04-01;14;
1084;Hovedstaden;2023-04-02;18;
1082;Midtjylland;2023-04-02;7;
1081;Nordjylland;2023-04-02;8;
1085;Sjælland;2023-04-02;5;
1083;Syddanmark;2023-04-02;10;
1084;Hovedstaden;2023-04-03;17;
1082;Midtjylland;2023-04-03;13;
1081;Nordjylland;2023-04-03;13;
1085;Sjælland;2023-04-03;9;
1083;Syddanmark;2023-04-03;14;
1084;Hovedstaden;2023-04-04;16;
1082;Midtjylland;2023-04-04;8;
1081;Nordjylland;2023-04-04;7;
1085;Sjælland;2023-04-04;13;
1083;Syddanmark;2023-04-04;15;
1084;Hovedstaden;2023-04-05;17;
1082;Midtjylland;2023-04-05;6;
1081;Nordjylland;2023-04-05;7;
1085;Sjælland;2023-04-05;9;
1083;Syddanmark;2023-04-05;16;
1084;Hovedstaden;2023-04-06;24;
1082;Midtjylland;2023-04-06;8;
1081;Nordjylland;2023-04-06;8;
1085;Sjælland;2023-04-06;12;
1083;Syddanmark;2023-04-06;8;
1084;Hovedstaden;2023-04-07;26;
1082;Midtjylland;2023-04-07;14;
1081;Nordjylland;2023-04-07;5;
1085;Sjælland;2023-04-07;8;
1083;Syddanmark;2023-04-07;8;
1084;Hovedstaden;2023-04-08;19;
1082;Midtjylland;2023-04-08;15;
1081;Nordjylland;2023-04-08;7;
1085;Sjælland;2023-04-08;6;
1083;Syddanmark;2023-04-08;15;
1084;Hovedstaden;2023-04-09;23;
1082;Midtjylland;2023-04-09;9;
1081;Nordjylland;2023-04-09;5;
1085;Sjælland;2023-04-09;13;
1083;Syddanmark;2023-04-09;14;
1084;Hovedstaden;2023-04-10;18;
1082;Midtjylland;2023-04-10;11;
1081;Nordjylland;2023-04-10;4;
1085;Sjælland;2023-04-10;8;
1083;Syddanmark;2023-04-10;16;
1084;Hovedstaden;2023-04-11;19;
1082;Midtjylland;2023-04-11;15;
1081;Nordjylland;2023-04-11;6;
1085;Sjælland;2023-04-11;14;
1083;Syddanmark;2023-04-11;16;
1084;Hovedstaden;2023-04-12;26;
1082;Midtjylland;2023-04-12;11;
1081;Nordjylland;2023-04-12;6;
1085;Sjælland;2023-04-12;17;
1083;Syddanmark;2023-04-12;14;
1084;Hovedstaden;2023-04-13;20;
1082;Midtjylland;2023-04-13;10;
1081;Nordjylland;2023-04-13;4;
1085;Sjælland;2023-04-13;12;
1083;Syddanmark;2023-04-13;21;
1084;Hovedstaden;2023-04-14;19;
1082;Midtjylland;2023-04-14;12;
1081;Nordjylland;2023-04-14;6;
1085;Sjælland;2023-04-14;11;
1083;Syddanmark;2023-04-14;10;
1084;Hovedstaden;2023-04-15;21;
1082;Midtjylland;2023-04-15;11;
1081;Nordjylland;2023-04-15;4;
1085;Sjælland;2023-04-15;1;
1083;Syddanmark;2023-04-15;14;
1084;Hovedstaden;2023-04-16;11;
1082;Midtjylland;2023-04-16;12;
1081;Nordjylland;2023-04-16;6;
1085;Sjælland;2023-04-16;7;
1083;Syddanmark;2023-04-16;10;
1084;Hovedstaden;2023-04-17;20;
1082;Midtjylland;2023-04-17;11;
1081;Nordjylland;2023-04-17;2;
1085;Sjælland;2023-04-17;7;
1083;Syddanmark;2023-04-17;13;
1084;Hovedstaden;2023-04-18;15;
1082;Midtjylland;2023-04-18;10;
1081;Nordjylland;2023-04-18;6;
1085;Sjælland;2023-04-18;10;
1083;Syddanmark;2023-04-18;7;
1084;Hovedstaden;2023-04-19;17;
1082;Midtjylland;2023-04-19;9;
1081;Nordjylland;2023-04-19;9;
1085;Sjælland;2023-04-19;7;
1083;Syddanmark;2023-04-19;10;
1084;Hovedstaden;2023-04-20;13;
1082;Midtjylland;2023-04-20;7;
1081;Nordjylland;2023-04-20;8;
1085;Sjælland;2023-04-20;15;
1083;Syddanmark;2023-04-20;10;
1084;Hovedstaden;2023-04-21;17;
1082;Midtjylland;2023-04-21;16;
1081;Nordjylland;2023-04-21;7;
1085;Sjælland;2023-04-21;12;
1083;Syddanmark;2023-04-21;6;
1084;Hovedstaden;2023-04-22;13;
1082;Midtjylland;2023-04-22;9;
1081;Nordjylland;2023-04-22;1;
1085;Sjælland;2023-04-22;12;
1083;Syddanmark;2023-04-22;3;
1084;Hovedstaden;2023-04-23;12;
1082;Midtjylland;2023-04-23;6;
1081;Nordjylland;2023-04-23;8;
1085;Sjælland;2023-04-23;10;
1083;Syddanmark;2023-04-23;14;
1084;Hovedstaden;2023-04-24;21;
1082;Midtjylland;2023-04-24;10;
1081;Nordjylland;2023-04-24;6;
1085;Sjælland;2023-04-24;11;
1083;Syddanmark;2023-04-24;12;
1084;Hovedstaden;2023-04-25;22;
1082;Midtjylland;2023-04-25;7;
1081;Nordjylland;2023-04-25;6;
1085;Sjælland;2023-04-25;9;
1083;Syddanmark;2023-04-25;8;
1084;Hovedstaden;2023-04-26;10;
1082;Midtjylland;2023-04-26;7;
1081;Nordjylland;2023-04-26;3;
1085;Sjælland;2023-04-26;6;
1083;Syddanmark;2023-04-26;6;
1084;Hovedstaden;2023-04-27;23;
1082;Midtjylland;2023-04-27;8;
1081;Nordjylland;2023-04-27;6;
1085;Sjælland;2023-04-27;9;
1083;Syddanmark;2023-04-27;11;
1084;Hovedstaden;2023-04-28;9;
1082;Midtjylland;2023-04-28;9;
1081;Nordjylland;2023-04-28;10;
1085;Sjælland;2023-04-28;1;
1083;Syddanmark;2023-04-28;4;
1084;Hovedstaden;2023-04-29;8;
1082;Midtjylland;2023-04-29;4;
1081;Nordjylland;2023-04-29;5;
1085;Sjælland;2023-04-29;10;
1083;Syddanmark;2023-04-29;9;
1084;Hovedstaden;2023-04-30;13;
1082;Midtjylland;2023-04-30;3;
1081;Nordjylland;2023-04-30;1;
1085;Sjælland;2023-04-30;6;
1083;Syddanmark;2023-04-30;9;
1084;Hovedstaden;2023-05-01;14;
1082;Midtjylland;2023-05-01;8;
1081;Nordjylland;2023-05-01;7;
1085;Sjælland;2023-05-01;10;
1083;Syddanmark;2023-05-01;13;
1084;Hovedstaden;2023-05-02;13;
1082;Midtjylland;2023-05-02;9;
1081;Nordjylland;2023-05-02;6;
1085;Sjælland;2023-05-02;3;
1083;Syddanmark;2023-05-02;11;
1084;Hovedstaden;2023-05-03;12;
1082;Midtjylland;2023-05-03;6;
1081;Nordjylland;2023-05-03;3;
1085;Sjælland;2023-05-03;12;
1083;Syddanmark;2023-05-03;11;
1084;Hovedstaden;2023-05-04;8;
1082;Midtjylland;2023-05-04;8;
1081;Nordjylland;2023-05-04;5;
1085;Sjælland;2023-05-04;4;
1083;Syddanmark;2023-05-04;12;
1084;Hovedstaden;2023-05-05;12;
1082;Midtjylland;2023-05-05;5;
1081;Nordjylland;2023-05-05;3;
1085;Sjælland;2023-05-05;8;
1083;Syddanmark;2023-05-05;2;
1084;Hovedstaden;2023-05-06;13;
1082;Midtjylland;2023-05-06;7;
1081;Nordjylland;2023-05-06;5;
1085;Sjælland;2023-05-06;6;
1083;Syddanmark;2023-05-06;5;
1084;Hovedstaden;2023-05-07;13;
1082;Midtjylland;2023-05-07;12;
1081;Nordjylland;2023-05-07;4;
1085;Sjælland;2023-05-07;6;
1083;Syddanmark;2023-05-07;13;
1084;Hovedstaden;2023-05-08;19;
1082;Midtjylland;2023-05-08;9;
1081;Nordjylland;2023-05-08;6;
1085;Sjælland;2023-05-08;9;
1083;Syddanmark;2023-05-08;12;
1084;Hovedstaden;2023-05-09;19;
1082;Midtjylland;2023-05-09;6;
1081;Nordjylland;2023-05-09;6;
1085;Sjælland;2023-05-09;13;
1083;Syddanmark;2023-05-09;10;
1084;Hovedstaden;2023-05-10;13;
1082;Midtjylland;2023-05-10;9;
1081;Nordjylland;2023-05-10;7;
1085;Sjælland;2023-05-10;14;
1083;Syddanmark;2023-05-10;8;
1084;Hovedstaden;2023-05-11;19;
1082;Midtjylland;2023-05-11;10;
1081;Nordjylland;2023-05-11;6;
1085;Sjælland;2023-05-11;8;
1083;Syddanmark;2023-05-11;6;
1084;Hovedstaden;2023-05-12;11;
1082;Midtjylland;2023-05-12;6;
1081;Nordjylland;2023-05-12;1;
1085;Sjælland;2023-05-12;6;
1083;Syddanmark;2023-05-12;11;
1084;Hovedstaden;2023-05-13;12;
1082;Midtjylland;2023-05-13;4;
1081;Nordjylland;2023-05-13;2;
1085;Sjælland;2023-05-13;3;
1083;Syddanmark;2023-05-13;9;
1084;Hovedstaden;2023-05-14;11;
1082;Midtjylland;2023-05-14;5;
1081;Nordjylland;2023-05-14;5;
1085;Sjælland;2023-05-14;2;
1083;Syddanmark;2023-05-14;13;
1084;Hovedstaden;2023-05-15;13;
1082;Midtjylland;2023-05-15;9;
1081;Nordjylland;2023-05-15;3;
1085;Sjælland;2023-05-15;7;
1083;Syddanmark;2023-05-15;14;
1084;Hovedstaden;2023-05-16;10;
1082;Midtjylland;2023-05-16;5;
1081;Nordjylland;2023-05-16;5;
1085;Sjælland;2023-05-16;5;
1083;Syddanmark;2023-05-16;7;
1084;Hovedstaden;2023-05-17;9;
1082;Midtjylland;2023-05-17;4;
1081;Nordjylland;2023-05-17;1;
1085;Sjælland;2023-05-17;5;
1083;Syddanmark;2023-05-17;4;
1084;Hovedstaden;2023-05-18;8;
1082;Midtjylland;2023-05-18;2;
1081;Nordjylland;2023-05-18;3;
1085;Sjælland;2023-05-18;6;
1083;Syddanmark;2023-05-18;7;
1084;Hovedstaden;2023-05-19;15;
1082;Midtjylland;2023-05-19;3;
1081;Nordjylland;2023-05-19;3;
1085;Sjælland;2023-05-19;1;
1083;Syddanmark;2023-05-19;4;
1084;Hovedstaden;2023-05-20;9;
1082;Midtjylland;2023-05-20;5;
1081;Nordjylland;2023-05-20;1;
1085;Sjælland;2023-05-20;5;
1083;Syddanmark;2023-05-20;4;
1084;Hovedstaden;2023-05-21;8;
1082;Midtjylland;2023-05-21;6;
1081;Nordjylland;2023-05-21;3;
1085;Sjælland;2023-05-21;6;
1083;Syddanmark;2023-05-21;11;
1084;Hovedstaden;2023-05-22;10;
1082;Midtjylland;2023-05-22;3;
1081;Nordjylland;2023-05-22;2;
1085;Sjælland;2023-05-22;2;
1083;Syddanmark;2023-05-22;7;
1084;Hovedstaden;2023-05-23;6;
1082;Midtjylland;2023-05-23;2;
1081;Nordjylland;2023-05-23;3;
1085;Sjælland;2023-05-23;3;
1083;Syddanmark;2023-05-23;8;
1084;Hovedstaden;2023-05-24;7;
1082;Midtjylland;2023-05-24;5;
1081;Nordjylland;2023-05-24;3;
1085;Sjælland;2023-05-24;3;
1083;Syddanmark;2023-05-24;5;
1084;Hovedstaden;2023-05-25;5;
1082;Midtjylland;2023-05-25;6;
1081;Nordjylland;2023-05-25;2;
1085;Sjælland;2023-05-25;2;
1083;Syddanmark;2023-05-25;4;
1084;Hovedstaden;2023-05-26;5;
1082;Midtjylland;2023-05-26;2;
1081;Nordjylland;2023-05-26;3;
1085;Sjælland;2023-05-26;1;
1083;Syddanmark;2023-05-26;3;
1084;Hovedstaden;2023-05-27;8;
1081;Nordjylland;2023-05-27;1;
1085;Sjælland;2023-05-27;3;
1083;Syddanmark;2023-05-27;1;
1084;Hovedstaden;2023-05-28;2;
1082;Midtjylland;2023-05-28;4;
1081;Nordjylland;2023-05-28;6;
1085;Sjælland;2023-05-28;4;
1083;Syddanmark;2023-05-28;3;
1084;Hovedstaden;2023-05-29;2;
1082;Midtjylland;2023-05-29;7;
1081;Nordjylland;2023-05-29;2;
1085;Sjælland;2023-05-29;4;
1083;Syddanmark;2023-05-29;4;
1084;Hovedstaden;2023-05-30;4;
1082;Midtjylland;2023-05-30;5;
1081;Nordjylland;2023-05-30;2;
1085;Sjælland;2023-05-30;4;
1083;Syddanmark;2023-05-30;5;
1084;Hovedstaden;2023-05-31;6;
1082;Midtjylland;2023-05-31;1;
1081;Nordjylland;2023-05-31;2;
1085;Sjælland;2023-05-31;4;
1083;Syddanmark;2023-05-31;5;
1084;Hovedstaden;2023-06-01;7;
1082;Midtjylland;2023-06-01;3;
1081;Nordjylland;2023-06-01;1;
1085;Sjælland;2023-06-01;2;
1084;Hovedstaden;2023-06-02;3;
1082;Midtjylland;2023-06-02;1;
1081;Nordjylland;2023-06-02;1;
1085;Sjælland;2023-06-02;2;
1083;Syddanmark;2023-06-02;6;
1084;Hovedstaden;2023-06-03;2;
1082;Midtjylland;2023-06-03;2;
1081;Nordjylland;2023-06-03;3;
1085;Sjælland;2023-06-03;4;
1083;Syddanmark;2023-06-03;3;
1084;Hovedstaden;2023-06-04;3;
1082;Midtjylland;2023-06-04;1;
1081;Nordjylland;2023-06-04;1;
1085;Sjælland;2023-06-04;3;
1083;Syddanmark;2023-06-04;3;
1084;Hovedstaden;2023-06-05;6;
1082;Midtjylland;2023-06-05;2;
1085;Sjælland;2023-06-05;3;
1083;Syddanmark;2023-06-05;1;
1084;Hovedstaden;2023-06-06;6;
1081;Nordjylland;2023-06-06;1;
1085;Sjælland;2023-06-06;3;
1083;Syddanmark;2023-06-06;4;
1082;Midtjylland;2023-06-07;3;
1081;Nordjylland;2023-06-07;1;
1085;Sjælland;2023-06-07;2;
1083;Syddanmark;2023-06-07;6;
1084;Hovedstaden;2023-06-08;4;
1082;Midtjylland;2023-06-08;3;
1081;Nordjylland;2023-06-08;2;
1085;Sjælland;2023-06-08;2;
1083;Syddanmark;2023-06-08;4;
1084;Hovedstaden;2023-06-09;3;
1082;Midtjylland;2023-06-09;3;
1081;Nordjylland;2023-06-09;2;
1085;Sjælland;2023-06-09;1;
1083;Syddanmark;2023-06-09;1;
1084;Hovedstaden;2023-06-10;4;
1082;Midtjylland;2023-06-10;2;
1085;Sjælland;2023-06-10;3;
1083;Syddanmark;2023-06-10;4;
1084;Hovedstaden;2023-06-11;4;
1082;Midtjylland;2023-06-11;2;
1081;Nordjylland;2023-06-11;1;
1085;Sjælland;2023-06-11;1;
1083;Syddanmark;2023-06-11;2;
1084;Hovedstaden;2023-06-12;4;
1082;Midtjylland;2023-06-12;3;
1081;Nordjylland;2023-06-12;2;
1085;Sjælland;2023-06-12;4;
1083;Syddanmark;2023-06-12;5;
1084;Hovedstaden;2023-06-13;1;
1082;Midtjylland;2023-06-13;1;
1085;Sjælland;2023-06-13;1;
1083;Syddanmark;2023-06-13;2;
1084;Hovedstaden;2023-06-14;6;
1083;Syddanmark;2023-06-14;1;
1084;Hovedstaden;2023-06-15;4;
1081;Nordjylland;2023-06-15;2;
1085;Sjælland;2023-06-15;5;
1083;Syddanmark;2023-06-15;4;
1084;Hovedstaden;2023-06-16;7;
1081;Nordjylland;2023-06-16;1;
1085;Sjælland;2023-06-16;1;
1083;Syddanmark;2023-06-16;1;
1084;Hovedstaden;2023-06-17;4;
1082;Midtjylland;2023-06-17;2;
1085;Sjælland;2023-06-17;2;
1083;Syddanmark;2023-06-17;4;
1085;Sjælland;2023-06-18;1;
1084;Hovedstaden;2023-06-19;4;
1082;Midtjylland;2023-06-19;2;
1081;Nordjylland;2023-06-19;1;
1085;Sjælland;2023-06-19;6;
1083;Syddanmark;2023-06-19;3;
1084;Hovedstaden;2023-06-20;2;
1082;Midtjylland;2023-06-20;2;
1085;Sjælland;2023-06-20;1;
1083;Syddanmark;2023-06-20;3;
1082;Midtjylland;2023-06-21;4;
1081;Nordjylland;2023-06-21;2;
1083;Syddanmark;2023-06-21;2;
1084;Hovedstaden;2023-06-22;2;
1085;Sjælland;2023-06-22;3;
1083;Syddanmark;2023-06-22;1;
1084;Hovedstaden;2023-06-23;1;
1082;Midtjylland;2023-06-23;2;
1081;Nordjylland;2023-06-23;1;
1083;Syddanmark;2023-06-23;4;
1082;Midtjylland;2023-06-24;2;
1081;Nordjylland;2023-06-24;2;
1085;Sjælland;2023-06-24;1;
1084;Hovedstaden;2023-06-25;1;
1085;Sjælland;2023-06-25;1;
1083;Syddanmark;2023-06-25;1;
1084;Hovedstaden;2023-06-26;2;
1081;Nordjylland;2023-06-26;1;
1083;Syddanmark;2023-06-26;2;
1084;Hovedstaden;2023-06-27;2;
1082;Midtjylland;2023-06-27;1;
1081;Nordjylland;2023-06-27;2;
1084;Hovedstaden;2023-06-28;1;
1085;Sjælland;2023-06-28;1;
1083;Syddanmark;2023-06-28;2;
1084;Hovedstaden;2023-06-29;1;
1081;Nordjylland;2023-06-29;2;
1085;Sjælland;2023-06-29;1;
1082;Midtjylland;2023-06-30;2;
1081;Nordjylland;2023-06-30;1;
1085;Sjælland;2023-06-30;1;
1083;Syddanmark;2023-06-30;1;
1084;Hovedstaden;2023-07-01;4;
1082;Midtjylland;2023-07-01;2;
1085;Sjælland;2023-07-01;1;
1083;Syddanmark;2023-07-01;1;
1081;Nordjylland;2023-07-02;1;
1084;Hovedstaden;2023-07-03;5;
1082;Midtjylland;2023-07-03;3;
1081;Nordjylland;2023-07-03;1;
1085;Sjælland;2023-07-03;3;
1084;Hovedstaden;2023-07-04;2;
1082;Midtjylland;2023-07-04;1;
1085;Sjælland;2023-07-04;3;
1083;Syddanmark;2023-07-04;3;
