"Uge";"Regionskode";"Region";"Antal tilfælde";"Antal borgere";"Type af tilfælde";"type_count";"timestamp_2025-10-21T10:00:08.562"
2020-U48;1084;Hovedstaden;5;1857863;Første reinfektion;2;
2020-U48;1084;Hovedstaden;4545;1857863;Første infektion;1;
2020-U48;1082;Midtjylland;0;1336000;To eller flere reinfektioner;3;
2020-U48;1082;Midtjylland;4;1336000;Første reinfektion;2;
2020-U48;1082;Midtjylland;1535;1336000;Første infektion;1;
2020-U48;1081;Nordjylland;0;593350;Første reinfektion;2;
2020-U48;1081;Nordjylland;0;593350;To eller flere reinfektioner;3;
2020-U48;1081;Nordjylland;269;593350;Første infektion;1;
2020-U48;1085;Sjælland;0;841184;To eller flere reinfektioner;3;
2020-U48;1085;Sjælland;3;841184;Første reinfektion;2;
2020-U48;1085;Sjælland;1050;841184;Første infektion;1;
2020-U48;1083;Syddanmark;0;1228464;Første reinfektion;2;
2020-U48;1083;Syddanmark;0;1228464;To eller flere reinfektioner;3;
2020-U48;1083;Syddanmark;1314;1228464;Første infektion;1;
2020-U49;1084;Hovedstaden;1;1857863;To eller flere reinfektioner;3;
2020-U49;1084;Hovedstaden;9;1857863;Første reinfektion;2;
2020-U49;1084;Hovedstaden;6912;1857863;Første infektion;1;
2020-U49;1082;Midtjylland;0;1336000;To eller flere reinfektioner;3;
2020-U49;1082;Midtjylland;1;1336000;Første reinfektion;2;
2020-U49;1082;Midtjylland;2249;1336000;Første infektion;1;
2020-U49;1081;Nordjylland;0;593350;Første reinfektion;2;
2020-U49;1081;Nordjylland;0;593350;To eller flere reinfektioner;3;
2020-U49;1081;Nordjylland;387;593350;Første infektion;1;
2020-U49;1085;Sjælland;0;841184;Første reinfektion;2;
2020-U49;1085;Sjælland;0;841184;To eller flere reinfektioner;3;
2020-U49;1085;Sjælland;1735;841184;Første infektion;1;
2020-U49;1083;Syddanmark;0;1228464;Første reinfektion;2;
2020-U49;1083;Syddanmark;0;1228464;To eller flere reinfektioner;3;
2020-U49;1083;Syddanmark;1448;1228464;Første infektion;1;
2020-U50;1084;Hovedstaden;0;1857988;To eller flere reinfektioner;3;
2020-U50;1084;Hovedstaden;11;1857988;Første reinfektion;2;
2020-U50;1084;Hovedstaden;11994;1857988;Første infektion;1;
2020-U50;1082;Midtjylland;0;1336065;To eller flere reinfektioner;3;
2020-U50;1082;Midtjylland;2;1336065;Første reinfektion;2;
2020-U50;1082;Midtjylland;3741;1336065;Første infektion;1;
2020-U50;1081;Nordjylland;0;593125;Første reinfektion;2;
2020-U50;1081;Nordjylland;0;593125;To eller flere reinfektioner;3;
2020-U50;1081;Nordjylland;963;593125;Første infektion;1;
2020-U50;1085;Sjælland;0;841158;To eller flere reinfektioner;3;
2020-U50;1085;Sjælland;4;841158;Første reinfektion;2;
2020-U50;1085;Sjælland;3005;841158;Første infektion;1;
2020-U50;1083;Syddanmark;0;1228194;To eller flere reinfektioner;3;
2020-U50;1083;Syddanmark;2;1228194;Første reinfektion;2;
2020-U50;1083;Syddanmark;2180;1228194;Første infektion;1;
2020-U51;1084;Hovedstaden;0;1857988;To eller flere reinfektioner;3;
2020-U51;1084;Hovedstaden;22;1857988;Første reinfektion;2;
2020-U51;1084;Hovedstaden;12044;1857988;Første infektion;1;
2020-U51;1082;Midtjylland;0;1336065;To eller flere reinfektioner;3;
2020-U51;1082;Midtjylland;3;1336065;Første reinfektion;2;
2020-U51;1082;Midtjylland;4376;1336065;Første infektion;1;
2020-U51;1081;Nordjylland;0;593125;To eller flere reinfektioner;3;
2020-U51;1081;Nordjylland;1;593125;Første reinfektion;2;
2020-U51;1081;Nordjylland;1424;593125;Første infektion;1;
2020-U51;1085;Sjælland;0;841158;To eller flere reinfektioner;3;
2020-U51;1085;Sjælland;2;841158;Første reinfektion;2;
2020-U51;1085;Sjælland;3717;841158;Første infektion;1;
2020-U51;1083;Syddanmark;0;1228194;To eller flere reinfektioner;3;
2020-U51;1083;Syddanmark;3;1228194;Første reinfektion;2;
2020-U51;1083;Syddanmark;3040;1228194;Første infektion;1;
2020-U52;1084;Hovedstaden;0;1857988;To eller flere reinfektioner;3;
2020-U52;1084;Hovedstaden;16;1857988;Første reinfektion;2;
2020-U52;1084;Hovedstaden;8035;1857988;Første infektion;1;
2020-U52;1082;Midtjylland;1;1336065;To eller flere reinfektioner;3;
2020-U52;1082;Midtjylland;4;1336065;Første reinfektion;2;
2020-U52;1082;Midtjylland;2833;1336065;Første infektion;1;
2020-U52;1081;Nordjylland;0;593125;Første reinfektion;2;
2020-U52;1081;Nordjylland;0;593125;To eller flere reinfektioner;3;
2020-U52;1081;Nordjylland;1307;593125;Første infektion;1;
2020-U52;1085;Sjælland;0;841158;To eller flere reinfektioner;3;
2020-U52;1085;Sjælland;2;841158;Første reinfektion;2;
2020-U52;1085;Sjælland;2523;841158;Første infektion;1;
2020-U52;1083;Syddanmark;0;1228194;To eller flere reinfektioner;3;
2020-U52;1083;Syddanmark;4;1228194;Første reinfektion;2;
2020-U52;1083;Syddanmark;2265;1228194;Første infektion;1;
2020-U53;1084;Hovedstaden;0;1857988;To eller flere reinfektioner;3;
2020-U53;1084;Hovedstaden;16;1857988;Første reinfektion;2;
2020-U53;1084;Hovedstaden;6140;1857988;Første infektion;1;
2020-U53;1082;Midtjylland;0;1336065;To eller flere reinfektioner;3;
2020-U53;1082;Midtjylland;6;1336065;Første reinfektion;2;
2020-U53;1082;Midtjylland;2804;1336065;Første infektion;1;
2020-U53;1081;Nordjylland;0;593125;To eller flere reinfektioner;3;
2020-U53;1081;Nordjylland;1;593125;Første reinfektion;2;
2020-U53;1081;Nordjylland;1222;593125;Første infektion;1;
2020-U53;1085;Sjælland;0;841158;To eller flere reinfektioner;3;
2020-U53;1085;Sjælland;1;841158;Første reinfektion;2;
2020-U53;1085;Sjælland;2340;841158;Første infektion;1;
2020-U53;1083;Syddanmark;0;1228194;To eller flere reinfektioner;3;
2020-U53;1083;Syddanmark;4;1228194;Første reinfektion;2;
2020-U53;1083;Syddanmark;1933;1228194;Første infektion;1;
2021-U01;1084;Hovedstaden;0;1849689;To eller flere reinfektioner;3;
2021-U01;1084;Hovedstaden;12;1849689;Første reinfektion;2;
2021-U01;1084;Hovedstaden;4681;1849689;Første infektion;1;
2021-U01;1082;Midtjylland;0;1329540;To eller flere reinfektioner;3;
2021-U01;1082;Midtjylland;4;1329540;Første reinfektion;2;
2021-U01;1082;Midtjylland;2048;1329540;Første infektion;1;
2021-U01;1081;Nordjylland;0;589994;To eller flere reinfektioner;3;
2021-U01;1081;Nordjylland;4;589994;Første reinfektion;2;
2021-U01;1081;Nordjylland;982;589994;Første infektion;1;
2021-U01;1085;Sjælland;0;837221;To eller flere reinfektioner;3;
2021-U01;1085;Sjælland;2;837221;Første reinfektion;2;
2021-U01;1085;Sjælland;1869;837221;Første infektion;1;
2021-U01;1083;Syddanmark;0;1222145;To eller flere reinfektioner;3;
2021-U01;1083;Syddanmark;2;1222145;Første reinfektion;2;
2021-U01;1083;Syddanmark;1663;1222145;Første infektion;1;
2021-U02;1084;Hovedstaden;0;1849689;To eller flere reinfektioner;3;
2021-U02;1084;Hovedstaden;16;1849689;Første reinfektion;2;
2021-U02;1084;Hovedstaden;3182;1849689;Første infektion;1;
2021-U02;1082;Midtjylland;0;1329540;To eller flere reinfektioner;3;
2021-U02;1082;Midtjylland;3;1329540;Første reinfektion;2;
2021-U02;1082;Midtjylland;999;1329540;Første infektion;1;
2021-U02;1081;Nordjylland;0;589994;To eller flere reinfektioner;3;
2021-U02;1081;Nordjylland;6;589994;Første reinfektion;2;
2021-U02;1081;Nordjylland;649;589994;Første infektion;1;
2021-U02;1085;Sjælland;0;837221;To eller flere reinfektioner;3;
2021-U02;1085;Sjælland;6;837221;Første reinfektion;2;
2021-U02;1085;Sjælland;1112;837221;Første infektion;1;
2021-U02;1083;Syddanmark;0;1222145;To eller flere reinfektioner;3;
2021-U02;1083;Syddanmark;3;1222145;Første reinfektion;2;
2021-U02;1083;Syddanmark;1011;1222145;Første infektion;1;
2021-U03;1084;Hovedstaden;0;1849689;To eller flere reinfektioner;3;
2021-U03;1084;Hovedstaden;12;1849689;Første reinfektion;2;
2021-U03;1084;Hovedstaden;2283;1849689;Første infektion;1;
2021-U03;1082;Midtjylland;0;1329540;To eller flere reinfektioner;3;
2021-U03;1082;Midtjylland;2;1329540;Første reinfektion;2;
2021-U03;1082;Midtjylland;695;1329540;Første infektion;1;
2021-U03;1081;Nordjylland;0;589994;To eller flere reinfektioner;3;
2021-U03;1081;Nordjylland;4;589994;Første reinfektion;2;
2021-U03;1081;Nordjylland;504;589994;Første infektion;1;
2021-U03;1085;Sjælland;0;837221;To eller flere reinfektioner;3;
2021-U03;1085;Sjælland;1;837221;Første reinfektion;2;
2021-U03;1085;Sjælland;912;837221;Første infektion;1;
2021-U03;1083;Syddanmark;0;1222145;To eller flere reinfektioner;3;
2021-U03;1083;Syddanmark;9;1222145;Første reinfektion;2;
2021-U03;1083;Syddanmark;877;1222145;Første infektion;1;
2021-U04;1084;Hovedstaden;0;1849689;To eller flere reinfektioner;3;
2021-U04;1084;Hovedstaden;17;1849689;Første reinfektion;2;
2021-U04;1084;Hovedstaden;1616;1849689;Første infektion;1;
2021-U04;1082;Midtjylland;0;1329540;To eller flere reinfektioner;3;
2021-U04;1082;Midtjylland;7;1329540;Første reinfektion;2;
2021-U04;1082;Midtjylland;439;1329540;Første infektion;1;
2021-U04;1081;Nordjylland;0;589994;To eller flere reinfektioner;3;
2021-U04;1081;Nordjylland;2;589994;Første reinfektion;2;
2021-U04;1081;Nordjylland;284;589994;Første infektion;1;
2021-U04;1085;Sjælland;0;837221;To eller flere reinfektioner;3;
2021-U04;1085;Sjælland;3;837221;Første reinfektion;2;
2021-U04;1085;Sjælland;630;837221;Første infektion;1;
2021-U04;1083;Syddanmark;0;1222145;To eller flere reinfektioner;3;
2021-U04;1083;Syddanmark;3;1222145;Første reinfektion;2;
2021-U04;1083;Syddanmark;595;1222145;Første infektion;1;
2021-U05;1084;Hovedstaden;1;1848664;To eller flere reinfektioner;3;
2021-U05;1084;Hovedstaden;21;1848664;Første reinfektion;2;
2021-U05;1084;Hovedstaden;1270;1848664;Første infektion;1;
2021-U05;1082;Midtjylland;0;1329739;To eller flere reinfektioner;3;
2021-U05;1082;Midtjylland;5;1329739;Første reinfektion;2;
2021-U05;1082;Midtjylland;460;1329739;Første infektion;1;
2021-U05;1081;Nordjylland;0;589671;Første reinfektion;2;
2021-U05;1081;Nordjylland;0;589671;To eller flere reinfektioner;3;
2021-U05;1081;Nordjylland;259;589671;Første infektion;1;
2021-U05;1085;Sjælland;0;837231;To eller flere reinfektioner;3;
